INTERVAL_DATETIME,INTERVAL,INTERVAL_LENGTH,CONSUMPTION,UOM_E
1/05/2022 0:15,1,15,11.86,KWH
1/05/2022 0:30,2,15,11.64,KWH
1/05/2022 0:45,3,15,12.56,KWH
1/05/2022 1:00,4,15,12.5,KWH
1/05/2022 1:15,5,15,11.92,KWH
1/05/2022 1:30,6,15,12.06,KWH
1/05/2022 1:45,7,15,12.32,KWH
1/05/2022 2:00,8,15,11.78,KWH
1/05/2022 2:15,9,15,11.84,KWH
1/05/2022 2:30,10,15,12.3,KWH
1/05/2022 2:45,11,15,11.72,KWH
1/05/2022 3:00,12,15,11.78,KWH
1/05/2022 3:15,13,15,12.24,KWH
1/05/2022 3:30,14,15,11.98,KWH
1/05/2022 3:45,15,15,11.74,KWH
1/05/2022 4:00,16,15,12.4,KWH
1/05/2022 4:15,17,15,12.1,KWH
1/05/2022 4:30,18,15,11.68,KWH
1/05/2022 4:45,19,15,11.98,KWH
1/05/2022 5:00,20,15,12.18,KWH
1/05/2022 5:15,21,15,11.64,KWH
1/05/2022 5:30,22,15,11.78,KWH
1/05/2022 5:45,23,15,12.46,KWH
1/05/2022 6:00,24,15,12.12,KWH
1/05/2022 6:15,25,15,15.9,KWH
1/05/2022 6:30,26,15,13.38,KWH
1/05/2022 6:45,27,15,12.52,KWH
1/05/2022 7:00,28,15,12.26,KWH
1/05/2022 7:15,29,15,12.58,KWH
1/05/2022 7:30,30,15,12.64,KWH
1/05/2022 7:45,31,15,12.28,KWH
1/05/2022 8:00,32,15,12.64,KWH
1/05/2022 8:15,33,15,13.06,KWH
1/05/2022 8:30,34,15,12.44,KWH
1/05/2022 8:45,35,15,12.3,KWH
1/05/2022 9:00,36,15,12.78,KWH
1/05/2022 9:15,37,15,12.32,KWH
1/05/2022 9:30,38,15,12.2,KWH
1/05/2022 9:45,39,15,12.74,KWH
1/05/2022 10:00,40,15,12.9,KWH
1/05/2022 10:15,41,15,12.52,KWH
1/05/2022 10:30,42,15,12.6,KWH
1/05/2022 10:45,43,15,12.56,KWH
1/05/2022 11:00,44,15,12.26,KWH
1/05/2022 11:15,45,15,12.44,KWH
1/05/2022 11:30,46,15,12.74,KWH
1/05/2022 11:45,47,15,12.86,KWH
1/05/2022 12:00,48,15,12.42,KWH
1/05/2022 12:15,49,15,12.8,KWH
1/05/2022 12:30,50,15,12.46,KWH
1/05/2022 12:45,51,15,12.32,KWH
1/05/2022 13:00,52,15,12.9,KWH
1/05/2022 13:15,53,15,14.22,KWH
1/05/2022 13:30,54,15,13.18,KWH
1/05/2022 13:45,55,15,13.02,KWH
1/05/2022 14:00,56,15,12.88,KWH
1/05/2022 14:15,57,15,12.86,KWH
1/05/2022 14:30,58,15,12.28,KWH
1/05/2022 14:45,59,15,12.62,KWH
1/05/2022 15:00,60,15,12.86,KWH
1/05/2022 15:15,61,15,12.36,KWH
1/05/2022 15:30,62,15,12.74,KWH
1/05/2022 15:45,63,15,12.82,KWH
1/05/2022 16:00,64,15,12.42,KWH
1/05/2022 16:15,65,15,12.66,KWH
1/05/2022 16:30,66,15,13.08,KWH
1/05/2022 16:45,67,15,12.5,KWH
1/05/2022 17:00,68,15,12.26,KWH
1/05/2022 17:15,69,15,13.14,KWH
1/05/2022 17:30,70,15,12.44,KWH
1/05/2022 17:45,71,15,12.06,KWH
1/05/2022 18:00,72,15,12.6,KWH
1/05/2022 18:15,73,15,12.74,KWH
1/05/2022 18:30,74,15,12.02,KWH
1/05/2022 18:45,75,15,12.22,KWH
1/05/2022 19:00,76,15,12.58,KWH
1/05/2022 19:15,77,15,12.06,KWH
1/05/2022 19:30,78,15,12.12,KWH
1/05/2022 19:45,79,15,12.52,KWH
1/05/2022 20:00,80,15,12.46,KWH
1/05/2022 20:15,81,15,12.22,KWH
1/05/2022 20:30,82,15,12.68,KWH
1/05/2022 20:45,83,15,12.02,KWH
1/05/2022 21:00,84,15,11.62,KWH
1/05/2022 21:15,85,15,11.96,KWH
1/05/2022 21:30,86,15,11.96,KWH
1/05/2022 21:45,87,15,11.82,KWH
1/05/2022 22:00,88,15,11.84,KWH
1/05/2022 22:15,89,15,12.24,KWH
1/05/2022 22:30,90,15,11.94,KWH
1/05/2022 22:45,91,15,11.88,KWH
1/05/2022 23:00,92,15,12.48,KWH
1/05/2022 23:15,93,15,12.28,KWH
1/05/2022 23:30,94,15,11.82,KWH
1/05/2022 23:45,95,15,12.28,KWH
1/05/2022 0:00,96,15,12.04,KWH
2/05/2022 0:15,1,15,11.8,KWH
2/05/2022 0:30,2,15,12.04,KWH
2/05/2022 0:45,3,15,12.66,KWH
2/05/2022 1:00,4,15,12.14,KWH
2/05/2022 1:15,5,15,12.1,KWH
2/05/2022 1:30,6,15,12.28,KWH
2/05/2022 1:45,7,15,11.88,KWH
2/05/2022 2:00,8,15,11.8,KWH
2/05/2022 2:15,9,15,12.32,KWH
2/05/2022 2:30,10,15,11.88,KWH
2/05/2022 2:45,11,15,11.66,KWH
2/05/2022 3:00,12,15,12.18,KWH
2/05/2022 3:15,13,15,11.96,KWH
2/05/2022 3:30,14,15,11.72,KWH
2/05/2022 3:45,15,15,12,KWH
2/05/2022 4:00,16,15,12.16,KWH
2/05/2022 4:15,17,15,11.68,KWH
2/05/2022 4:30,18,15,11.8,KWH
2/05/2022 4:45,19,15,12.2,KWH
2/05/2022 5:00,20,15,11.68,KWH
2/05/2022 5:15,21,15,11.68,KWH
2/05/2022 5:30,22,15,12.2,KWH
2/05/2022 5:45,23,15,12.08,KWH
2/05/2022 6:00,24,15,12.06,KWH
2/05/2022 6:15,25,15,16.54,KWH
2/05/2022 6:30,26,15,13.26,KWH
2/05/2022 6:45,27,15,12.28,KWH
2/05/2022 7:00,28,15,12.84,KWH
2/05/2022 7:15,29,15,13.48,KWH
2/05/2022 7:30,30,15,12.94,KWH
2/05/2022 7:45,31,15,15.26,KWH
2/05/2022 8:00,32,15,15.68,KWH
2/05/2022 8:15,33,15,18.86,KWH
2/05/2022 8:30,34,15,17.72,KWH
2/05/2022 8:45,35,15,14.22,KWH
2/05/2022 9:00,36,15,14.84,KWH
2/05/2022 9:15,37,15,22.52,KWH
2/05/2022 9:30,38,15,23.4,KWH
2/05/2022 9:45,39,15,26.38,KWH
2/05/2022 10:00,40,15,23.82,KWH
2/05/2022 10:15,41,15,22.54,KWH
2/05/2022 10:30,42,15,24.94,KWH
2/05/2022 10:45,43,15,20.62,KWH
2/05/2022 11:00,44,15,19.88,KWH
2/05/2022 11:15,45,15,22.74,KWH
2/05/2022 11:30,46,15,21.74,KWH
2/05/2022 11:45,47,15,23.88,KWH
2/05/2022 12:00,48,15,25.24,KWH
2/05/2022 12:15,49,15,25.78,KWH
2/05/2022 12:30,50,15,24.88,KWH
2/05/2022 12:45,51,15,24.36,KWH
2/05/2022 13:00,52,15,24.34,KWH
2/05/2022 13:15,53,15,23.9,KWH
2/05/2022 13:30,54,15,22.98,KWH
2/05/2022 13:45,55,15,26,KWH
2/05/2022 14:00,56,15,25.22,KWH
2/05/2022 14:15,57,15,23.04,KWH
2/05/2022 14:30,58,15,22.76,KWH
2/05/2022 14:45,59,15,21.86,KWH
2/05/2022 15:00,60,15,25.46,KWH
2/05/2022 15:15,61,15,24,KWH
2/05/2022 15:30,62,15,24.08,KWH
2/05/2022 15:45,63,15,24.74,KWH
2/05/2022 16:00,64,15,25.12,KWH
2/05/2022 16:15,65,15,25.04,KWH
2/05/2022 16:30,66,15,23.4,KWH
2/05/2022 16:45,67,15,21.32,KWH
2/05/2022 17:00,68,15,22.42,KWH
2/05/2022 17:15,69,15,21.12,KWH
2/05/2022 17:30,70,15,22.68,KWH
2/05/2022 17:45,71,15,22.82,KWH
2/05/2022 18:00,72,15,22.78,KWH
2/05/2022 18:15,73,15,20.24,KWH
2/05/2022 18:30,74,15,19.06,KWH
2/05/2022 18:45,75,15,25.36,KWH
2/05/2022 19:00,76,15,21.4,KWH
2/05/2022 19:15,77,15,20.28,KWH
2/05/2022 19:30,78,15,19.18,KWH
2/05/2022 19:45,79,15,17.92,KWH
2/05/2022 20:00,80,15,18.9,KWH
2/05/2022 20:15,81,15,22.78,KWH
2/05/2022 20:30,82,15,21.12,KWH
2/05/2022 20:45,83,15,14.14,KWH
2/05/2022 21:00,84,15,13.3,KWH
2/05/2022 21:15,85,15,11.88,KWH
2/05/2022 21:30,86,15,11.78,KWH
2/05/2022 21:45,87,15,12.38,KWH
2/05/2022 22:00,88,15,11.84,KWH
2/05/2022 22:15,89,15,11.64,KWH
2/05/2022 22:30,90,15,12,KWH
2/05/2022 22:45,91,15,11.72,KWH
2/05/2022 23:00,92,15,11.36,KWH
2/05/2022 23:15,93,15,11.88,KWH
2/05/2022 23:30,94,15,12.18,KWH
2/05/2022 23:45,95,15,11.84,KWH
2/05/2022 0:00,96,15,11.94,KWH
3/05/2022 0:15,1,15,12.34,KWH
3/05/2022 0:30,2,15,11.88,KWH
3/05/2022 0:45,3,15,12.48,KWH
3/05/2022 1:00,4,15,13.48,KWH
3/05/2022 1:15,5,15,13.1,KWH
3/05/2022 1:30,6,15,12.68,KWH
3/05/2022 1:45,7,15,12.62,KWH
3/05/2022 2:00,8,15,12.32,KWH
3/05/2022 2:15,9,15,12.08,KWH
3/05/2022 2:30,10,15,11.94,KWH
3/05/2022 2:45,11,15,12.4,KWH
3/05/2022 3:00,12,15,12.26,KWH
3/05/2022 3:15,13,15,11.8,KWH
3/05/2022 3:30,14,15,12.16,KWH
3/05/2022 3:45,15,15,12.32,KWH
3/05/2022 4:00,16,15,11.8,KWH
3/05/2022 4:15,17,15,11.96,KWH
3/05/2022 4:30,18,15,12.36,KWH
3/05/2022 4:45,19,15,11.9,KWH
3/05/2022 5:00,20,15,11.82,KWH
3/05/2022 5:15,21,15,12.42,KWH
3/05/2022 5:30,22,15,12,KWH
3/05/2022 5:45,23,15,12.16,KWH
3/05/2022 6:00,24,15,12.7,KWH
3/05/2022 6:15,25,15,15.72,KWH
3/05/2022 6:30,26,15,13.16,KWH
3/05/2022 6:45,27,15,12.66,KWH
3/05/2022 7:00,28,15,12.8,KWH
3/05/2022 7:15,29,15,12.42,KWH
3/05/2022 7:30,30,15,12.64,KWH
3/05/2022 7:45,31,15,13,KWH
3/05/2022 8:00,32,15,12.46,KWH
3/05/2022 8:15,33,15,13,KWH
3/05/2022 8:30,34,15,15.82,KWH
3/05/2022 8:45,35,15,23.78,KWH
3/05/2022 9:00,36,15,22.88,KWH
3/05/2022 9:15,37,15,25.02,KWH
3/05/2022 9:30,38,15,23.26,KWH
3/05/2022 9:45,39,15,26.68,KWH
3/05/2022 10:00,40,15,28.98,KWH
3/05/2022 10:15,41,15,28.88,KWH
3/05/2022 10:30,42,15,26.44,KWH
3/05/2022 10:45,43,15,29.2,KWH
3/05/2022 11:00,44,15,27.68,KWH
3/05/2022 11:15,45,15,28.76,KWH
3/05/2022 11:30,46,15,28.04,KWH
3/05/2022 11:45,47,15,26.76,KWH
3/05/2022 12:00,48,15,27.16,KWH
3/05/2022 12:15,49,15,27.94,KWH
3/05/2022 12:30,50,15,26.4,KWH
3/05/2022 12:45,51,15,24.74,KWH
3/05/2022 13:00,52,15,28.06,KWH
3/05/2022 13:15,53,15,29.36,KWH
3/05/2022 13:30,54,15,27.82,KWH
3/05/2022 13:45,55,15,28.26,KWH
3/05/2022 14:00,56,15,27.92,KWH
3/05/2022 14:15,57,15,29.6,KWH
3/05/2022 14:30,58,15,28.18,KWH
3/05/2022 14:45,59,15,28.16,KWH
3/05/2022 15:00,60,15,25.06,KWH
3/05/2022 15:15,61,15,26.78,KWH
3/05/2022 15:30,62,15,26.18,KWH
3/05/2022 15:45,63,15,24.58,KWH
3/05/2022 16:00,64,15,24.06,KWH
3/05/2022 16:15,65,15,24.6,KWH
3/05/2022 16:30,66,15,25.74,KWH
3/05/2022 16:45,67,15,24.66,KWH
3/05/2022 17:00,68,15,25.16,KWH
3/05/2022 17:15,69,15,24.04,KWH
3/05/2022 17:30,70,15,28.46,KWH
3/05/2022 17:45,71,15,25.82,KWH
3/05/2022 18:00,72,15,24.84,KWH
3/05/2022 18:15,73,15,22.28,KWH
3/05/2022 18:30,74,15,17.56,KWH
3/05/2022 18:45,75,15,16.32,KWH
3/05/2022 19:00,76,15,21.82,KWH
3/05/2022 19:15,77,15,17.44,KWH
3/05/2022 19:30,78,15,14.64,KWH
3/05/2022 19:45,79,15,12.52,KWH
3/05/2022 20:00,80,15,12.56,KWH
3/05/2022 20:15,81,15,13.24,KWH
3/05/2022 20:30,82,15,18.76,KWH
3/05/2022 20:45,83,15,17.02,KWH
3/05/2022 21:00,84,15,14.1,KWH
3/05/2022 21:15,85,15,12.06,KWH
3/05/2022 21:30,86,15,12,KWH
3/05/2022 21:45,87,15,12.62,KWH
3/05/2022 22:00,88,15,12.52,KWH
3/05/2022 22:15,89,15,11.94,KWH
3/05/2022 22:30,90,15,12.4,KWH
3/05/2022 22:45,91,15,12.54,KWH
3/05/2022 23:00,92,15,11.96,KWH
3/05/2022 23:15,93,15,12.14,KWH
3/05/2022 23:30,94,15,12.54,KWH
3/05/2022 23:45,95,15,11.98,KWH
3/05/2022 0:00,96,15,12.06,KWH
4/05/2022 0:15,1,15,12.5,KWH
4/05/2022 0:30,2,15,12.12,KWH
4/05/2022 0:45,3,15,12.56,KWH
4/05/2022 1:00,4,15,12.88,KWH
4/05/2022 1:15,5,15,12.46,KWH
4/05/2022 1:30,6,15,12.14,KWH
4/05/2022 1:45,7,15,12.5,KWH
4/05/2022 2:00,8,15,12.46,KWH
4/05/2022 2:15,9,15,12.1,KWH
4/05/2022 2:30,10,15,12.26,KWH
4/05/2022 2:45,11,15,12.56,KWH
4/05/2022 3:00,12,15,12.02,KWH
4/05/2022 3:15,13,15,12.12,KWH
4/05/2022 3:30,14,15,12.52,KWH
4/05/2022 3:45,15,15,12.1,KWH
4/05/2022 4:00,16,15,11.98,KWH
4/05/2022 4:15,17,15,12.54,KWH
4/05/2022 4:30,18,15,12.16,KWH
4/05/2022 4:45,19,15,12.02,KWH
4/05/2022 5:00,20,15,12.36,KWH
4/05/2022 5:15,21,15,12.3,KWH
4/05/2022 5:30,22,15,11.96,KWH
4/05/2022 5:45,23,15,12.52,KWH
4/05/2022 6:00,24,15,12.78,KWH
4/05/2022 6:15,25,15,15.94,KWH
4/05/2022 6:30,26,15,13.16,KWH
4/05/2022 6:45,27,15,13.02,KWH
4/05/2022 7:00,28,15,12.5,KWH
4/05/2022 7:15,29,15,12.46,KWH
4/05/2022 7:30,30,15,13.08,KWH
4/05/2022 7:45,31,15,12.78,KWH
4/05/2022 8:00,32,15,12.62,KWH
4/05/2022 8:15,33,15,13.34,KWH
4/05/2022 8:30,34,15,16.14,KWH
4/05/2022 8:45,35,15,19.1,KWH
4/05/2022 9:00,36,15,20.3,KWH
4/05/2022 9:15,37,15,21.76,KWH
4/05/2022 9:30,38,15,24.3,KWH
4/05/2022 9:45,39,15,28.82,KWH
4/05/2022 10:00,40,15,26.06,KWH
4/05/2022 10:15,41,15,27.22,KWH
4/05/2022 10:30,42,15,29.64,KWH
4/05/2022 10:45,43,15,29.46,KWH
4/05/2022 11:00,44,15,28.78,KWH
4/05/2022 11:15,45,15,28.08,KWH
4/05/2022 11:30,46,15,25.38,KWH
4/05/2022 11:45,47,15,25.22,KWH
4/05/2022 12:00,48,15,26.96,KWH
4/05/2022 12:15,49,15,26.54,KWH
4/05/2022 12:30,50,15,27.74,KWH
4/05/2022 12:45,51,15,27.92,KWH
4/05/2022 13:00,52,15,26.86,KWH
4/05/2022 13:15,53,15,28.9,KWH
4/05/2022 13:30,54,15,27.24,KWH
4/05/2022 13:45,55,15,27.14,KWH
4/05/2022 14:00,56,15,28.02,KWH
4/05/2022 14:15,57,15,27.6,KWH
4/05/2022 14:30,58,15,28.04,KWH
4/05/2022 14:45,59,15,27.92,KWH
4/05/2022 15:00,60,15,29.18,KWH
4/05/2022 15:15,61,15,28.12,KWH
4/05/2022 15:30,62,15,28.32,KWH
4/05/2022 15:45,63,15,29.12,KWH
4/05/2022 16:00,64,15,29.4,KWH
4/05/2022 16:15,65,15,27.4,KWH
4/05/2022 16:30,66,15,25.44,KWH
4/05/2022 16:45,67,15,27.98,KWH
4/05/2022 17:00,68,15,26.46,KWH
4/05/2022 17:15,69,15,25.84,KWH
4/05/2022 17:30,70,15,27.6,KWH
4/05/2022 17:45,71,15,27.68,KWH
4/05/2022 18:00,72,15,24.54,KWH
4/05/2022 18:15,73,15,24.74,KWH
4/05/2022 18:30,74,15,23.72,KWH
4/05/2022 18:45,75,15,20.38,KWH
4/05/2022 19:00,76,15,21.62,KWH
4/05/2022 19:15,77,15,24.18,KWH
4/05/2022 19:30,78,15,17.88,KWH
4/05/2022 19:45,79,15,20.74,KWH
4/05/2022 20:00,80,15,15.52,KWH
4/05/2022 20:15,81,15,17.54,KWH
4/05/2022 20:30,82,15,21.92,KWH
4/05/2022 20:45,83,15,15.6,KWH
4/05/2022 21:00,84,15,13.9,KWH
4/05/2022 21:15,85,15,16,KWH
4/05/2022 21:30,86,15,14.46,KWH
4/05/2022 21:45,87,15,13.64,KWH
4/05/2022 22:00,88,15,12.22,KWH
4/05/2022 22:15,89,15,12.46,KWH
4/05/2022 22:30,90,15,12.74,KWH
4/05/2022 22:45,91,15,12.22,KWH
4/05/2022 23:00,92,15,12.3,KWH
4/05/2022 23:15,93,15,12.76,KWH
4/05/2022 23:30,94,15,12.34,KWH
4/05/2022 23:45,95,15,12.3,KWH
4/05/2022 0:00,96,15,12.74,KWH
5/05/2022 0:15,1,15,12.5,KWH
5/05/2022 0:30,2,15,12.2,KWH
5/05/2022 0:45,3,15,13.16,KWH
5/05/2022 1:00,4,15,13.06,KWH
5/05/2022 1:15,5,15,12.5,KWH
5/05/2022 1:30,6,15,12.62,KWH
5/05/2022 1:45,7,15,12.88,KWH
5/05/2022 2:00,8,15,12.34,KWH
5/05/2022 2:15,9,15,12.48,KWH
5/05/2022 2:30,10,15,12.86,KWH
5/05/2022 2:45,11,15,12.38,KWH
5/05/2022 3:00,12,15,12.32,KWH
5/05/2022 3:15,13,15,12.82,KWH
5/05/2022 3:30,14,15,12.46,KWH
5/05/2022 3:45,15,15,12.22,KWH
5/05/2022 4:00,16,15,12.66,KWH
5/05/2022 4:15,17,15,12.54,KWH
5/05/2022 4:30,18,15,12.2,KWH
5/05/2022 4:45,19,15,12.26,KWH
5/05/2022 5:00,20,15,12.46,KWH
5/05/2022 5:15,21,15,11.96,KWH
5/05/2022 5:30,22,15,12.14,KWH
5/05/2022 5:45,23,15,13.54,KWH
5/05/2022 6:00,24,15,13.08,KWH
5/05/2022 6:15,25,15,21.86,KWH
5/05/2022 6:30,26,15,16.08,KWH
5/05/2022 6:45,27,15,14.38,KWH
5/05/2022 7:00,28,15,12.74,KWH
5/05/2022 7:15,29,15,13.02,KWH
5/05/2022 7:30,30,15,13.44,KWH
5/05/2022 7:45,31,15,12.84,KWH
5/05/2022 8:00,32,15,13.1,KWH
5/05/2022 8:15,33,15,13.56,KWH
5/05/2022 8:30,34,15,13.8,KWH
5/05/2022 8:45,35,15,21.38,KWH
5/05/2022 9:00,36,15,24.02,KWH
5/05/2022 9:15,37,15,22.5,KWH
5/05/2022 9:30,38,15,25.3,KWH
5/05/2022 9:45,39,15,26.7,KWH
5/05/2022 10:00,40,15,26.94,KWH
5/05/2022 10:15,41,15,25.52,KWH
5/05/2022 10:30,42,15,27.16,KWH
5/05/2022 10:45,43,15,30.82,KWH
5/05/2022 11:00,44,15,27.94,KWH
5/05/2022 11:15,45,15,28.58,KWH
5/05/2022 11:30,46,15,27.82,KWH
5/05/2022 11:45,47,15,28.32,KWH
5/05/2022 12:00,48,15,29.84,KWH
5/05/2022 12:15,49,15,26.18,KWH
5/05/2022 12:30,50,15,27.06,KWH
5/05/2022 12:45,51,15,28.54,KWH
5/05/2022 13:00,52,15,26.78,KWH
5/05/2022 13:15,53,15,29.64,KWH
5/05/2022 13:30,54,15,29.7,KWH
5/05/2022 13:45,55,15,30.42,KWH
5/05/2022 14:00,56,15,30.72,KWH
5/05/2022 14:15,57,15,28.98,KWH
5/05/2022 14:30,58,15,28.68,KWH
5/05/2022 14:45,59,15,29.54,KWH
5/05/2022 15:00,60,15,30.08,KWH
5/05/2022 15:15,61,15,28.56,KWH
5/05/2022 15:30,62,15,27.12,KWH
5/05/2022 15:45,63,15,30.04,KWH
5/05/2022 16:00,64,15,28,KWH
5/05/2022 16:15,65,15,29,KWH
5/05/2022 16:30,66,15,29.52,KWH
5/05/2022 16:45,67,15,27.4,KWH
5/05/2022 17:00,68,15,26.18,KWH
5/05/2022 17:15,69,15,24.48,KWH
5/05/2022 17:30,70,15,23.96,KWH
5/05/2022 17:45,71,15,24.1,KWH
5/05/2022 18:00,72,15,22.18,KWH
5/05/2022 18:15,73,15,23.6,KWH
5/05/2022 18:30,74,15,23.92,KWH
5/05/2022 18:45,75,15,18.78,KWH
5/05/2022 19:00,76,15,20.84,KWH
5/05/2022 19:15,77,15,18.84,KWH
5/05/2022 19:30,78,15,22.48,KWH
5/05/2022 19:45,79,15,25.64,KWH
5/05/2022 20:00,80,15,20.32,KWH
5/05/2022 20:15,81,15,20.38,KWH
5/05/2022 20:30,82,15,22.78,KWH
5/05/2022 20:45,83,15,15.5,KWH
5/05/2022 21:00,84,15,14.02,KWH
5/05/2022 21:15,85,15,14.94,KWH
5/05/2022 21:30,86,15,19.72,KWH
5/05/2022 21:45,87,15,15.16,KWH
5/05/2022 22:00,88,15,13.92,KWH
5/05/2022 22:15,89,15,12.56,KWH
5/05/2022 22:30,90,15,11.96,KWH
5/05/2022 22:45,91,15,12.34,KWH
5/05/2022 23:00,92,15,13.64,KWH
5/05/2022 23:15,93,15,12.52,KWH
5/05/2022 23:30,94,15,12.6,KWH
5/05/2022 23:45,95,15,12.54,KWH
5/05/2022 0:00,96,15,12.42,KWH
6/05/2022 0:15,1,15,12,KWH
6/05/2022 0:30,2,15,12.18,KWH
6/05/2022 0:45,3,15,13.14,KWH
6/05/2022 1:00,4,15,12.54,KWH
6/05/2022 1:15,5,15,12.28,KWH
6/05/2022 1:30,6,15,12.62,KWH
6/05/2022 1:45,7,15,12.36,KWH
6/05/2022 2:00,8,15,12.14,KWH
6/05/2022 2:15,9,15,12.52,KWH
6/05/2022 2:30,10,15,12.36,KWH
6/05/2022 2:45,11,15,12,KWH
6/05/2022 3:00,12,15,12.22,KWH
6/05/2022 3:15,13,15,12.46,KWH
6/05/2022 3:30,14,15,11.96,KWH
6/05/2022 3:45,15,15,12.12,KWH
6/05/2022 4:00,16,15,12.48,KWH
6/05/2022 4:15,17,15,12.04,KWH
6/05/2022 4:30,18,15,11.98,KWH
6/05/2022 4:45,19,15,12.5,KWH
6/05/2022 5:00,20,15,12.2,KWH
6/05/2022 5:15,21,15,11.96,KWH
6/05/2022 5:30,22,15,12.34,KWH
6/05/2022 5:45,23,15,12.56,KWH
6/05/2022 6:00,24,15,12.4,KWH
6/05/2022 6:15,25,15,15.68,KWH
6/05/2022 6:30,26,15,13.52,KWH
6/05/2022 6:45,27,15,12.52,KWH
6/05/2022 7:00,28,15,12.68,KWH
6/05/2022 7:15,29,15,13,KWH
6/05/2022 7:30,30,15,12.62,KWH
6/05/2022 7:45,31,15,12.78,KWH
6/05/2022 8:00,32,15,13.46,KWH
6/05/2022 8:15,33,15,13.78,KWH
6/05/2022 8:30,34,15,20.2,KWH
6/05/2022 8:45,35,15,20.86,KWH
6/05/2022 9:00,36,15,19.88,KWH
6/05/2022 9:15,37,15,23.08,KWH
6/05/2022 9:30,38,15,21.5,KWH
6/05/2022 9:45,39,15,23.66,KWH
6/05/2022 10:00,40,15,22.72,KWH
6/05/2022 10:15,41,15,21.08,KWH
6/05/2022 10:30,42,15,21.42,KWH
6/05/2022 10:45,43,15,17.28,KWH
6/05/2022 11:00,44,15,24.54,KWH
6/05/2022 11:15,45,15,24.62,KWH
6/05/2022 11:30,46,15,20.52,KWH
6/05/2022 11:45,47,15,20.86,KWH
6/05/2022 12:00,48,15,21.3,KWH
6/05/2022 12:15,49,15,22.5,KWH
6/05/2022 12:30,50,15,23.5,KWH
6/05/2022 12:45,51,15,22.48,KWH
6/05/2022 13:00,52,15,22.44,KWH
6/05/2022 13:15,53,15,25.06,KWH
6/05/2022 13:30,54,15,21.76,KWH
6/05/2022 13:45,55,15,22.46,KWH
6/05/2022 14:00,56,15,24.96,KWH
6/05/2022 14:15,57,15,24.1,KWH
6/05/2022 14:30,58,15,22.18,KWH
6/05/2022 14:45,59,15,23.64,KWH
6/05/2022 15:00,60,15,24.9,KWH
6/05/2022 15:15,61,15,23.32,KWH
6/05/2022 15:30,62,15,23.8,KWH
6/05/2022 15:45,63,15,24.72,KWH
6/05/2022 16:00,64,15,22.08,KWH
6/05/2022 16:15,65,15,20.96,KWH
6/05/2022 16:30,66,15,19.82,KWH
6/05/2022 16:45,67,15,19.96,KWH
6/05/2022 17:00,68,15,20.56,KWH
6/05/2022 17:15,69,15,22.76,KWH
6/05/2022 17:30,70,15,21.88,KWH
6/05/2022 17:45,71,15,24.74,KWH
6/05/2022 18:00,72,15,15.38,KWH
6/05/2022 18:15,73,15,14.16,KWH
6/05/2022 18:30,74,15,13.38,KWH
6/05/2022 18:45,75,15,14.86,KWH
6/05/2022 19:00,76,15,16.74,KWH
6/05/2022 19:15,77,15,19.78,KWH
6/05/2022 19:30,78,15,15.02,KWH
6/05/2022 19:45,79,15,13.28,KWH
6/05/2022 20:00,80,15,12.92,KWH
6/05/2022 20:15,81,15,20.9,KWH
6/05/2022 20:30,82,15,15.62,KWH
6/05/2022 20:45,83,15,13.56,KWH
6/05/2022 21:00,84,15,12.2,KWH
6/05/2022 21:15,85,15,11.92,KWH
6/05/2022 21:30,86,15,12.18,KWH
6/05/2022 21:45,87,15,12.18,KWH
6/05/2022 22:00,88,15,11.56,KWH
6/05/2022 22:15,89,15,11.66,KWH
6/05/2022 22:30,90,15,11.98,KWH
6/05/2022 22:45,91,15,11.52,KWH
6/05/2022 23:00,92,15,11.48,KWH
6/05/2022 23:15,93,15,12,KWH
6/05/2022 23:30,94,15,11.6,KWH
6/05/2022 23:45,95,15,11.48,KWH
6/05/2022 0:00,96,15,11.94,KWH
7/05/2022 0:15,1,15,11.76,KWH
7/05/2022 0:30,2,15,11.52,KWH
7/05/2022 0:45,3,15,12.38,KWH
7/05/2022 1:00,4,15,12.48,KWH
7/05/2022 1:15,5,15,11.64,KWH
7/05/2022 1:30,6,15,11.66,KWH
7/05/2022 1:45,7,15,12.12,KWH
7/05/2022 2:00,8,15,11.62,KWH
7/05/2022 2:15,9,15,11.48,KWH
7/05/2022 2:30,10,15,12.1,KWH
7/05/2022 2:45,11,15,11.76,KWH
7/05/2022 3:00,12,15,11.58,KWH
7/05/2022 3:15,13,15,11.76,KWH
7/05/2022 3:30,14,15,11.96,KWH
7/05/2022 3:45,15,15,11.46,KWH
7/05/2022 4:00,16,15,11.7,KWH
7/05/2022 4:15,17,15,11.98,KWH
7/05/2022 4:30,18,15,11.5,KWH
7/05/2022 4:45,19,15,11.48,KWH
7/05/2022 5:00,20,15,12.04,KWH
7/05/2022 5:15,21,15,11.62,KWH
7/05/2022 5:30,22,15,11.5,KWH
7/05/2022 5:45,23,15,12.18,KWH
7/05/2022 6:00,24,15,12.2,KWH
7/05/2022 6:15,25,15,15.42,KWH
7/05/2022 6:30,26,15,12.86,KWH
7/05/2022 6:45,27,15,12.52,KWH
7/05/2022 7:00,28,15,11.96,KWH
7/05/2022 7:15,29,15,12.18,KWH
7/05/2022 7:30,30,15,12.54,KWH
7/05/2022 7:45,31,15,12.16,KWH
