INTERVAL_DATETIME,INTERVAL,INTERVAL_LENGTH,CONSUMPTION,UOM_E
6/08/2022 9:00,36,15,11.14,KWH
6/08/2022 9:15,37,15,10.98,KWH
6/08/2022 9:30,38,15,11.42,KWH
6/08/2022 9:45,39,15,12.98,KWH
6/08/2022 10:00,40,15,11.92,KWH
6/08/2022 10:15,41,15,13.24,KWH
6/08/2022 10:30,42,15,22.22,KWH
6/08/2022 10:45,43,15,15.62,KWH
6/08/2022 11:00,44,15,14.9,KWH
6/08/2022 11:15,45,15,17.48,KWH
6/08/2022 11:30,46,15,14.98,KWH
6/08/2022 11:45,47,15,16.4,KWH
6/08/2022 12:00,48,15,15.12,KWH
6/08/2022 12:15,49,15,14.84,KWH
6/08/2022 12:30,50,15,15.1,KWH
6/08/2022 12:45,51,15,14.46,KWH
6/08/2022 13:00,52,15,15.16,KWH
6/08/2022 13:15,53,15,19.36,KWH
6/08/2022 13:30,54,15,20,KWH
6/08/2022 13:45,55,15,21,KWH
6/08/2022 14:00,56,15,18.16,KWH
6/08/2022 14:15,57,15,18.1,KWH
6/08/2022 14:30,58,15,19.04,KWH
6/08/2022 14:45,59,15,17.94,KWH
6/08/2022 15:00,60,15,17.24,KWH
6/08/2022 15:15,61,15,20.32,KWH
6/08/2022 15:30,62,15,17.36,KWH
6/08/2022 15:45,63,15,18.16,KWH
6/08/2022 16:00,64,15,19.8,KWH
6/08/2022 16:15,65,15,19.88,KWH
6/08/2022 16:30,66,15,18.56,KWH
6/08/2022 16:45,67,15,17.96,KWH
6/08/2022 17:00,68,15,20.16,KWH
6/08/2022 17:15,69,15,16.48,KWH
6/08/2022 17:30,70,15,17.6,KWH
6/08/2022 17:45,71,15,19.84,KWH
6/08/2022 18:00,72,15,19.6,KWH
6/08/2022 18:15,73,15,17.7,KWH
6/08/2022 18:30,74,15,17,KWH
6/08/2022 18:45,75,15,17.1,KWH
6/08/2022 19:00,76,15,12.94,KWH
6/08/2022 19:15,77,15,12.28,KWH
6/08/2022 19:30,78,15,11.56,KWH
6/08/2022 19:45,79,15,11.18,KWH
6/08/2022 20:00,80,15,11.32,KWH
6/08/2022 20:15,81,15,11.64,KWH
6/08/2022 20:30,82,15,11.14,KWH
6/08/2022 20:45,83,15,10.9,KWH
6/08/2022 21:00,84,15,11.16,KWH
6/08/2022 21:15,85,15,10.6,KWH
6/08/2022 21:30,86,15,10.64,KWH
6/08/2022 21:45,87,15,11.06,KWH
6/08/2022 22:00,88,15,10.72,KWH
6/08/2022 22:15,89,15,10.6,KWH
6/08/2022 22:30,90,15,11.18,KWH
6/08/2022 22:45,91,15,10.8,KWH
6/08/2022 23:00,92,15,10.68,KWH
6/08/2022 23:15,93,15,11.1,KWH
6/08/2022 23:30,94,15,10.9,KWH
6/08/2022 23:45,95,15,10.64,KWH
6/08/2022 0:00,96,15,10.94,KWH
7/08/2022 0:15,1,15,10.96,KWH
7/08/2022 0:30,2,15,10.5,KWH
7/08/2022 0:45,3,15,11.22,KWH
7/08/2022 1:00,4,15,11.54,KWH
7/08/2022 1:15,5,15,10.8,KWH
7/08/2022 1:30,6,15,10.94,KWH
7/08/2022 1:45,7,15,11.36,KWH
7/08/2022 2:00,8,15,10.6,KWH
7/08/2022 2:15,9,15,10.6,KWH
7/08/2022 2:30,10,15,11.1,KWH
7/08/2022 2:45,11,15,10.66,KWH
7/08/2022 3:00,12,15,10.56,KWH
7/08/2022 3:15,13,15,11.02,KWH
7/08/2022 3:30,14,15,10.74,KWH
7/08/2022 3:45,15,15,10.52,KWH
7/08/2022 4:00,16,15,11.48,KWH
7/08/2022 4:15,17,15,11.44,KWH
7/08/2022 4:30,18,15,11.24,KWH
7/08/2022 4:45,19,15,11.1,KWH
7/08/2022 5:00,20,15,10.98,KWH
7/08/2022 5:15,21,15,10.44,KWH
7/08/2022 5:30,22,15,10.68,KWH
7/08/2022 5:45,23,15,11.3,KWH
7/08/2022 6:00,24,15,10.88,KWH
7/08/2022 6:15,25,15,14.98,KWH
7/08/2022 6:30,26,15,11.98,KWH
7/08/2022 6:45,27,15,11.1,KWH
7/08/2022 7:00,28,15,11.04,KWH
7/08/2022 7:15,29,15,11.54,KWH
7/08/2022 7:30,30,15,11.26,KWH
7/08/2022 7:45,31,15,11.02,KWH
7/08/2022 8:00,32,15,11.56,KWH
7/08/2022 8:15,33,15,11.7,KWH
7/08/2022 8:30,34,15,11.08,KWH
7/08/2022 8:45,35,15,11.44,KWH
7/08/2022 9:00,36,15,11.4,KWH
7/08/2022 9:15,37,15,11.08,KWH
7/08/2022 9:30,38,15,11.32,KWH
7/08/2022 9:45,39,15,11.48,KWH
7/08/2022 10:00,40,15,11.42,KWH
7/08/2022 10:15,41,15,11.32,KWH
7/08/2022 10:30,42,15,11.52,KWH
7/08/2022 10:45,43,15,11.06,KWH
7/08/2022 11:00,44,15,11.22,KWH
7/08/2022 11:15,45,15,11.82,KWH
7/08/2022 11:30,46,15,11.12,KWH
7/08/2022 11:45,47,15,11.12,KWH
7/08/2022 12:00,48,15,11.98,KWH
7/08/2022 12:15,49,15,11.16,KWH
7/08/2022 12:30,50,15,11.18,KWH
7/08/2022 12:45,51,15,11.6,KWH
7/08/2022 13:00,52,15,11.44,KWH
7/08/2022 13:15,53,15,11.04,KWH
7/08/2022 13:30,54,15,11.48,KWH
7/08/2022 13:45,55,15,11.26,KWH
7/08/2022 14:00,56,15,11.4,KWH
7/08/2022 14:15,57,15,11.5,KWH
7/08/2022 14:30,58,15,11.46,KWH
7/08/2022 14:45,59,15,11.08,KWH
7/08/2022 15:00,60,15,11.38,KWH
7/08/2022 15:15,61,15,11.52,KWH
7/08/2022 15:30,62,15,11.08,KWH
7/08/2022 15:45,63,15,11.4,KWH
7/08/2022 16:00,64,15,11.8,KWH
7/08/2022 16:15,65,15,11.12,KWH
7/08/2022 16:30,66,15,11.18,KWH
7/08/2022 16:45,67,15,11.66,KWH
7/08/2022 17:00,68,15,11.12,KWH
7/08/2022 17:15,69,15,11.08,KWH
7/08/2022 17:30,70,15,11.5,KWH
7/08/2022 17:45,71,15,11.04,KWH
7/08/2022 18:00,72,15,10.94,KWH
7/08/2022 18:15,73,15,11.44,KWH
7/08/2022 18:30,74,15,11.04,KWH
7/08/2022 18:45,75,15,10.92,KWH
7/08/2022 19:00,76,15,11.34,KWH
7/08/2022 19:15,77,15,11.14,KWH
7/08/2022 19:30,78,15,10.9,KWH
7/08/2022 19:45,79,15,11.3,KWH
7/08/2022 20:00,80,15,11.24,KWH
7/08/2022 20:15,81,15,10.94,KWH
7/08/2022 20:30,82,15,11.16,KWH
7/08/2022 20:45,83,15,10.94,KWH
7/08/2022 21:00,84,15,10.46,KWH
7/08/2022 21:15,85,15,10.72,KWH
7/08/2022 21:30,86,15,10.9,KWH
7/08/2022 21:45,87,15,10.44,KWH
7/08/2022 22:00,88,15,10.56,KWH
7/08/2022 22:15,89,15,11.02,KWH
7/08/2022 22:30,90,15,10.52,KWH
7/08/2022 22:45,91,15,10.54,KWH
7/08/2022 23:00,92,15,12.1,KWH
7/08/2022 23:15,93,15,11.08,KWH
7/08/2022 23:30,94,15,11.16,KWH
7/08/2022 23:45,95,15,11.08,KWH
7/08/2022 0:00,96,15,10.74,KWH
8/08/2022 0:15,1,15,10.52,KWH
8/08/2022 0:30,2,15,10.9,KWH
8/08/2022 0:45,3,15,11.18,KWH
8/08/2022 1:00,4,15,11.06,KWH
8/08/2022 1:15,5,15,11.12,KWH
8/08/2022 1:30,6,15,11.08,KWH
8/08/2022 1:45,7,15,10.76,KWH
8/08/2022 2:00,8,15,10.84,KWH
8/08/2022 2:15,9,15,10.88,KWH
8/08/2022 2:30,10,15,10.5,KWH
8/08/2022 2:45,11,15,10.72,KWH
8/08/2022 3:00,12,15,10.94,KWH
8/08/2022 3:15,13,15,10.52,KWH
8/08/2022 3:30,14,15,10.74,KWH
8/08/2022 3:45,15,15,10.98,KWH
8/08/2022 4:00,16,15,10.54,KWH
8/08/2022 4:15,17,15,10.66,KWH
8/08/2022 4:30,18,15,11.04,KWH
8/08/2022 4:45,19,15,10.42,KWH
8/08/2022 5:00,20,15,10.52,KWH
8/08/2022 5:15,21,15,10.94,KWH
8/08/2022 5:30,22,15,10.52,KWH
8/08/2022 5:45,23,15,10.74,KWH
8/08/2022 6:00,24,15,11.38,KWH
8/08/2022 6:15,25,15,15.02,KWH
8/08/2022 6:30,26,15,11.42,KWH
8/08/2022 6:45,27,15,11.42,KWH
8/08/2022 7:00,28,15,11.26,KWH
8/08/2022 7:15,29,15,11,KWH
8/08/2022 7:30,30,15,11.36,KWH
8/08/2022 7:45,31,15,11.3,KWH
8/08/2022 8:00,32,15,13.68,KWH
8/08/2022 8:15,33,15,16.88,KWH
8/08/2022 8:30,34,15,14.68,KWH
8/08/2022 8:45,35,15,15.02,KWH
8/08/2022 9:00,36,15,21.34,KWH
8/08/2022 9:15,37,15,21.68,KWH
8/08/2022 9:30,38,15,23.3,KWH
8/08/2022 9:45,39,15,25.94,KWH
8/08/2022 10:00,40,15,25.6,KWH
8/08/2022 10:15,41,15,27.44,KWH
8/08/2022 10:30,42,15,26.64,KWH
8/08/2022 10:45,43,15,28.18,KWH
8/08/2022 11:00,44,15,27.9,KWH
8/08/2022 11:15,45,15,27.04,KWH
8/08/2022 11:30,46,15,26.14,KWH
8/08/2022 11:45,47,15,23.3,KWH
8/08/2022 12:00,48,15,24.74,KWH
8/08/2022 12:15,49,15,26.02,KWH
8/08/2022 12:30,50,15,26.18,KWH
8/08/2022 12:45,51,15,25.68,KWH
8/08/2022 13:00,52,15,27.5,KWH
8/08/2022 13:15,53,15,25.7,KWH
8/08/2022 13:30,54,15,23.16,KWH
8/08/2022 13:45,55,15,26.14,KWH
8/08/2022 14:00,56,15,27.48,KWH
8/08/2022 14:15,57,15,24.54,KWH
8/08/2022 14:30,58,15,23.72,KWH
8/08/2022 14:45,59,15,22.96,KWH
8/08/2022 15:00,60,15,23.26,KWH
8/08/2022 15:15,61,15,26.18,KWH
8/08/2022 15:30,62,15,24.82,KWH
8/08/2022 15:45,63,15,25.78,KWH
8/08/2022 16:00,64,15,26.16,KWH
8/08/2022 16:15,65,15,22.8,KWH
8/08/2022 16:30,66,15,25.32,KWH
8/08/2022 16:45,67,15,25.5,KWH
8/08/2022 17:00,68,15,25.36,KWH
8/08/2022 17:15,69,15,26.34,KWH
8/08/2022 17:30,70,15,26.32,KWH
8/08/2022 17:45,71,15,23.48,KWH
8/08/2022 18:00,72,15,23.5,KWH
8/08/2022 18:15,73,15,23.54,KWH
8/08/2022 18:30,74,15,21.48,KWH
8/08/2022 18:45,75,15,18.2,KWH
8/08/2022 19:00,76,15,20.86,KWH
8/08/2022 19:15,77,15,18.42,KWH
8/08/2022 19:30,78,15,14.84,KWH
8/08/2022 19:45,79,15,16,KWH
8/08/2022 20:00,80,15,14.68,KWH
8/08/2022 20:15,81,15,13.26,KWH
8/08/2022 20:30,82,15,20.94,KWH
8/08/2022 20:45,83,15,15.4,KWH
8/08/2022 21:00,84,15,13.08,KWH
8/08/2022 21:15,85,15,11.76,KWH
8/08/2022 21:30,86,15,16.88,KWH
8/08/2022 21:45,87,15,13.8,KWH
8/08/2022 22:00,88,15,13.98,KWH
8/08/2022 22:15,89,15,12,KWH
8/08/2022 22:30,90,15,12.54,KWH
8/08/2022 22:45,91,15,14.92,KWH
8/08/2022 23:00,92,15,15.4,KWH
8/08/2022 23:15,93,15,16.84,KWH
8/08/2022 23:30,94,15,13.98,KWH
8/08/2022 23:45,95,15,12.7,KWH
8/08/2022 0:00,96,15,11.16,KWH
9/08/2022 0:15,1,15,11.54,KWH
9/08/2022 0:30,2,15,11.54,KWH
9/08/2022 0:45,3,15,11.56,KWH
9/08/2022 1:00,4,15,12.02,KWH
9/08/2022 1:15,5,15,11.84,KWH
9/08/2022 1:30,6,15,11.3,KWH
9/08/2022 1:45,7,15,11.74,KWH
9/08/2022 2:00,8,15,11.74,KWH
9/08/2022 2:15,9,15,11.16,KWH
9/08/2022 2:30,10,15,11.4,KWH
9/08/2022 2:45,11,15,11.72,KWH
9/08/2022 3:00,12,15,11.26,KWH
9/08/2022 3:15,13,15,11.12,KWH
9/08/2022 3:30,14,15,11.32,KWH
9/08/2022 3:45,15,15,10.88,KWH
9/08/2022 4:00,16,15,10.84,KWH
9/08/2022 4:15,17,15,11.32,KWH
9/08/2022 4:30,18,15,10.82,KWH
9/08/2022 4:45,19,15,10.76,KWH
9/08/2022 5:00,20,15,11.3,KWH
9/08/2022 5:15,21,15,10.88,KWH
9/08/2022 5:30,22,15,10.76,KWH
9/08/2022 5:45,23,15,11.5,KWH
9/08/2022 6:00,24,15,11.06,KWH
9/08/2022 6:15,25,15,14.54,KWH
9/08/2022 6:30,26,15,11.76,KWH
9/08/2022 6:45,27,15,11.1,KWH
9/08/2022 7:00,28,15,11.02,KWH
9/08/2022 7:15,29,15,11.46,KWH
9/08/2022 7:30,30,15,11.18,KWH
9/08/2022 7:45,31,15,11.04,KWH
9/08/2022 8:00,32,15,11.46,KWH
9/08/2022 8:15,33,15,16.62,KWH
9/08/2022 8:30,34,15,16.72,KWH
9/08/2022 8:45,35,15,19.52,KWH
9/08/2022 9:00,36,15,15.38,KWH
9/08/2022 9:15,37,15,17.42,KWH
9/08/2022 9:30,38,15,24.74,KWH
9/08/2022 9:45,39,15,22.24,KWH
9/08/2022 10:00,40,15,25.58,KWH
9/08/2022 10:15,41,15,26.14,KWH
9/08/2022 10:30,42,15,27.44,KWH
9/08/2022 10:45,43,15,26.76,KWH
9/08/2022 11:00,44,15,24.92,KWH
9/08/2022 11:15,45,15,26.56,KWH
9/08/2022 11:30,46,15,26.42,KWH
9/08/2022 11:45,47,15,26.54,KWH
9/08/2022 12:00,48,15,27.98,KWH
9/08/2022 12:15,49,15,26.34,KWH
9/08/2022 12:30,50,15,26.4,KWH
9/08/2022 12:45,51,15,28.78,KWH
9/08/2022 13:00,52,15,26.78,KWH
9/08/2022 13:15,53,15,25.44,KWH
9/08/2022 13:30,54,15,30.26,KWH
9/08/2022 13:45,55,15,24.64,KWH
9/08/2022 14:00,56,15,25.52,KWH
9/08/2022 14:15,57,15,28.58,KWH
9/08/2022 14:30,58,15,27.36,KWH
9/08/2022 14:45,59,15,26.5,KWH
9/08/2022 15:00,60,15,26.84,KWH
9/08/2022 15:15,61,15,27.26,KWH
9/08/2022 15:30,62,15,27.58,KWH
9/08/2022 15:45,63,15,26.48,KWH
9/08/2022 16:00,64,15,27.42,KWH
9/08/2022 16:15,65,15,27.02,KWH
9/08/2022 16:30,66,15,25.22,KWH
9/08/2022 16:45,67,15,25.16,KWH
9/08/2022 17:00,68,15,26.3,KWH
9/08/2022 17:15,69,15,23.38,KWH
9/08/2022 17:30,70,15,26.18,KWH
9/08/2022 17:45,71,15,25.42,KWH
9/08/2022 18:00,72,15,22.98,KWH
9/08/2022 18:15,73,15,23.22,KWH
9/08/2022 18:30,74,15,24.12,KWH
9/08/2022 18:45,75,15,17.96,KWH
9/08/2022 19:00,76,15,15.36,KWH
9/08/2022 19:15,77,15,21.58,KWH
9/08/2022 19:30,78,15,18.12,KWH
9/08/2022 19:45,79,15,14.42,KWH
9/08/2022 20:00,80,15,13.42,KWH
9/08/2022 20:15,81,15,22.48,KWH
9/08/2022 20:30,82,15,16.98,KWH
9/08/2022 20:45,83,15,14.02,KWH
9/08/2022 21:00,84,15,13.32,KWH
9/08/2022 21:15,85,15,14.28,KWH
9/08/2022 21:30,86,15,13.64,KWH
9/08/2022 21:45,87,15,13.18,KWH
9/08/2022 22:00,88,15,23.16,KWH
9/08/2022 22:15,89,15,20.84,KWH
9/08/2022 22:30,90,15,15.54,KWH
9/08/2022 22:45,91,15,14.04,KWH
9/08/2022 23:00,92,15,12.8,KWH
9/08/2022 23:15,93,15,12.52,KWH
9/08/2022 23:30,94,15,12.54,KWH
9/08/2022 23:45,95,15,12.92,KWH
9/08/2022 0:00,96,15,12.52,KWH
10/08/2022 0:15,1,15,12.46,KWH
10/08/2022 0:30,2,15,12.82,KWH
10/08/2022 0:45,3,15,13.16,KWH
10/08/2022 1:00,4,15,13,KWH
10/08/2022 1:15,5,15,12.86,KWH
10/08/2022 1:30,6,15,13.32,KWH
10/08/2022 1:45,7,15,12.78,KWH
10/08/2022 2:00,8,15,12.5,KWH
10/08/2022 2:15,9,15,12.78,KWH
10/08/2022 2:30,10,15,12.36,KWH
10/08/2022 2:45,11,15,12.1,KWH
10/08/2022 3:00,12,15,12.36,KWH
10/08/2022 3:15,13,15,12.34,KWH
10/08/2022 3:30,14,15,11.08,KWH
10/08/2022 3:45,15,15,11.06,KWH
10/08/2022 4:00,16,15,11.52,KWH
10/08/2022 4:15,17,15,11.22,KWH
10/08/2022 4:30,18,15,11.04,KWH
10/08/2022 4:45,19,15,11,KWH
10/08/2022 5:00,20,15,11.18,KWH
10/08/2022 5:15,21,15,10.64,KWH
10/08/2022 5:30,22,15,10.64,KWH
10/08/2022 5:45,23,15,12.2,KWH
10/08/2022 6:00,24,15,12.06,KWH
10/08/2022 6:15,25,15,15.06,KWH
10/08/2022 6:30,26,15,11.92,KWH
10/08/2022 6:45,27,15,11.76,KWH
10/08/2022 7:00,28,15,11.24,KWH
10/08/2022 7:15,29,15,11.38,KWH
10/08/2022 7:30,30,15,12.16,KWH
10/08/2022 7:45,31,15,12.54,KWH
10/08/2022 8:00,32,15,11.82,KWH
10/08/2022 8:15,33,15,20.26,KWH
10/08/2022 8:30,34,15,16.14,KWH
10/08/2022 8:45,35,15,14.76,KWH
10/08/2022 9:00,36,15,14.16,KWH
10/08/2022 9:15,37,15,22.82,KWH
10/08/2022 9:30,38,15,24.42,KWH
10/08/2022 9:45,39,15,25.44,KWH
10/08/2022 10:00,40,15,26.06,KWH
10/08/2022 10:15,41,15,25.86,KWH
10/08/2022 10:30,42,15,28.86,KWH
10/08/2022 10:45,43,15,26.24,KWH
10/08/2022 11:00,44,15,26.96,KWH
10/08/2022 11:15,45,15,28.04,KWH
10/08/2022 11:30,46,15,28.82,KWH
10/08/2022 11:45,47,15,30.66,KWH
10/08/2022 12:00,48,15,31.32,KWH
10/08/2022 12:15,49,15,27.88,KWH
10/08/2022 12:30,50,15,28.16,KWH
10/08/2022 12:45,51,15,29.64,KWH
10/08/2022 13:00,52,15,28.24,KWH
10/08/2022 13:15,53,15,29.92,KWH
10/08/2022 13:30,54,15,30.12,KWH
10/08/2022 13:45,55,15,27.44,KWH
10/08/2022 14:00,56,15,27.4,KWH
10/08/2022 14:15,57,15,29.64,KWH
10/08/2022 14:30,58,15,27.44,KWH
10/08/2022 14:45,59,15,26.14,KWH
10/08/2022 15:00,60,15,27.2,KWH
10/08/2022 15:15,61,15,28.68,KWH
10/08/2022 15:30,62,15,25.76,KWH
10/08/2022 15:45,63,15,24.42,KWH
10/08/2022 16:00,64,15,24.36,KWH
10/08/2022 16:15,65,15,27.24,KWH
10/08/2022 16:30,66,15,25.44,KWH
10/08/2022 16:45,67,15,25,KWH
10/08/2022 17:00,68,15,23.82,KWH
10/08/2022 17:15,69,15,23.08,KWH
10/08/2022 17:30,70,15,22.66,KWH
10/08/2022 17:45,71,15,23.8,KWH
10/08/2022 18:00,72,15,20.36,KWH
10/08/2022 18:15,73,15,22.58,KWH
10/08/2022 18:30,74,15,21.6,KWH
10/08/2022 18:45,75,15,18.48,KWH
10/08/2022 19:00,76,15,16.14,KWH
10/08/2022 19:15,77,15,17.58,KWH
10/08/2022 19:30,78,15,17.3,KWH
10/08/2022 19:45,79,15,14.86,KWH
10/08/2022 20:00,80,15,17.32,KWH
10/08/2022 20:15,81,15,20.52,KWH
10/08/2022 20:30,82,15,15.44,KWH
10/08/2022 20:45,83,15,13.72,KWH
10/08/2022 21:00,84,15,12.5,KWH
10/08/2022 21:15,85,15,18.38,KWH
10/08/2022 21:30,86,15,15.38,KWH
10/08/2022 21:45,87,15,13.38,KWH
10/08/2022 22:00,88,15,11.94,KWH
10/08/2022 22:15,89,15,16.96,KWH
10/08/2022 22:30,90,15,16.9,KWH
10/08/2022 22:45,91,15,14.14,KWH
10/08/2022 23:00,92,15,12.52,KWH
10/08/2022 23:15,93,15,13.12,KWH
10/08/2022 23:30,94,15,12.28,KWH
10/08/2022 23:45,95,15,12.38,KWH
10/08/2022 0:00,96,15,12.16,KWH
11/08/2022 0:15,1,15,12.34,KWH
11/08/2022 0:30,2,15,11.66,KWH
11/08/2022 0:45,3,15,12.2,KWH
11/08/2022 1:00,4,15,12.58,KWH
11/08/2022 1:15,5,15,11.98,KWH
11/08/2022 1:30,6,15,11.88,KWH
11/08/2022 1:45,7,15,12.44,KWH
11/08/2022 2:00,8,15,12.02,KWH
11/08/2022 2:15,9,15,11.58,KWH
11/08/2022 2:30,10,15,11.74,KWH
11/08/2022 2:45,11,15,11.72,KWH
11/08/2022 3:00,12,15,11.24,KWH
11/08/2022 3:15,13,15,11.34,KWH
11/08/2022 3:30,14,15,11.8,KWH
11/08/2022 3:45,15,15,11.34,KWH
11/08/2022 4:00,16,15,11.3,KWH
11/08/2022 4:15,17,15,11.82,KWH
11/08/2022 4:30,18,15,11.48,KWH
11/08/2022 4:45,19,15,11.22,KWH
11/08/2022 5:00,20,15,11.54,KWH
11/08/2022 5:15,21,15,11.52,KWH
11/08/2022 5:30,22,15,11.18,KWH
11/08/2022 5:45,23,15,11.62,KWH
11/08/2022 6:00,24,15,12.08,KWH
11/08/2022 6:15,25,15,15.22,KWH
11/08/2022 6:30,26,15,11.96,KWH
11/08/2022 6:45,27,15,12.26,KWH
11/08/2022 7:00,28,15,11.9,KWH
11/08/2022 7:15,29,15,11.66,KWH
11/08/2022 7:30,30,15,12.08,KWH
11/08/2022 7:45,31,15,12.2,KWH
11/08/2022 8:00,32,15,11.8,KWH
11/08/2022 8:15,33,15,12.3,KWH
11/08/2022 8:30,34,15,14.88,KWH
11/08/2022 8:45,35,15,14.24,KWH
11/08/2022 9:00,36,15,22.34,KWH
11/08/2022 9:15,37,15,23.54,KWH
11/08/2022 9:30,38,15,23.18,KWH
11/08/2022 9:45,39,15,24.54,KWH
11/08/2022 10:00,40,15,27.12,KWH
11/08/2022 10:15,41,15,25.34,KWH
11/08/2022 10:30,42,15,28.4,KWH
11/08/2022 10:45,43,15,26.22,KWH
11/08/2022 11:00,44,15,27.72,KWH
11/08/2022 11:15,45,15,26.54,KWH
11/08/2022 11:30,46,15,25.28,KWH
11/08/2022 11:45,47,15,25.44,KWH
11/08/2022 12:00,48,15,25.68,KWH
11/08/2022 12:15,49,15,26.26,KWH
11/08/2022 12:30,50,15,26.78,KWH
11/08/2022 12:45,51,15,27.58,KWH
11/08/2022 13:00,52,15,26.74,KWH
11/08/2022 13:15,53,15,24.04,KWH
11/08/2022 13:30,54,15,29.24,KWH
11/08/2022 13:45,55,15,27.08,KWH
11/08/2022 14:00,56,15,28.04,KWH
11/08/2022 14:15,57,15,28.62,KWH
11/08/2022 14:30,58,15,25.5,KWH
11/08/2022 14:45,59,15,27.48,KWH
11/08/2022 15:00,60,15,27.42,KWH
11/08/2022 15:15,61,15,26.16,KWH
11/08/2022 15:30,62,15,28.14,KWH
11/08/2022 15:45,63,15,25.22,KWH
11/08/2022 16:00,64,15,27.84,KWH
11/08/2022 16:15,65,15,27.8,KWH
11/08/2022 16:30,66,15,26.6,KWH
11/08/2022 16:45,67,15,28.78,KWH
11/08/2022 17:00,68,15,25.56,KWH
11/08/2022 17:15,69,15,27.34,KWH
11/08/2022 17:30,70,15,24.78,KWH
11/08/2022 17:45,71,15,23.06,KWH
11/08/2022 18:00,72,15,24.36,KWH
11/08/2022 18:15,73,15,20.86,KWH
11/08/2022 18:30,74,15,23.68,KWH
11/08/2022 18:45,75,15,23.22,KWH
11/08/2022 19:00,76,15,21.5,KWH
11/08/2022 19:15,77,15,14.48,KWH
11/08/2022 19:30,78,15,18.68,KWH
11/08/2022 19:45,79,15,15.08,KWH
11/08/2022 20:00,80,15,15.2,KWH
11/08/2022 20:15,81,15,20.18,KWH
11/08/2022 20:30,82,15,17.24,KWH
11/08/2022 20:45,83,15,13.74,KWH
11/08/2022 21:00,84,15,12.32,KWH
11/08/2022 21:15,85,15,16,KWH
11/08/2022 21:30,86,15,13.68,KWH
11/08/2022 21:45,87,15,15.04,KWH
11/08/2022 22:00,88,15,15.08,KWH
11/08/2022 22:15,89,15,13.18,KWH
11/08/2022 22:30,90,15,12.76,KWH
11/08/2022 22:45,91,15,12.72,KWH
11/08/2022 23:00,92,15,14.94,KWH
11/08/2022 23:15,93,15,12.58,KWH
11/08/2022 23:30,94,15,11.76,KWH
11/08/2022 23:45,95,15,10.96,KWH
11/08/2022 0:00,96,15,10.62,KWH
12/08/2022 0:15,1,15,11.16,KWH
12/08/2022 0:30,2,15,10.94,KWH
12/08/2022 0:45,3,15,11.02,KWH
12/08/2022 1:00,4,15,11.54,KWH
12/08/2022 1:15,5,15,11.4,KWH
12/08/2022 1:30,6,15,10.92,KWH
12/08/2022 1:45,7,15,11.3,KWH
12/08/2022 2:00,8,15,11.16,KWH
12/08/2022 2:15,9,15,10.7,KWH
12/08/2022 2:30,10,15,10.92,KWH
12/08/2022 2:45,11,15,11.2,KWH
12/08/2022 3:00,12,15,10.64,KWH
12/08/2022 3:15,13,15,10.88,KWH
12/08/2022 3:30,14,15,11.22,KWH
12/08/2022 3:45,15,15,10.74,KWH
12/08/2022 4:00,16,15,10.76,KWH
12/08/2022 4:15,17,15,11.26,KWH
12/08/2022 4:30,18,15,10.8,KWH
12/08/2022 4:45,19,15,10.68,KWH
12/08/2022 5:00,20,15,11.12,KWH
12/08/2022 5:15,21,15,10.88,KWH
12/08/2022 5:30,22,15,10.64,KWH
12/08/2022 5:45,23,15,11.38,KWH
12/08/2022 6:00,24,15,11.32,KWH
12/08/2022 6:15,25,15,14.38,KWH
12/08/2022 6:30,26,15,11.62,KWH
12/08/2022 6:45,27,15,11.56,KWH
12/08/2022 7:00,28,15,11.24,KWH
12/08/2022 7:15,29,15,11.4,KWH
12/08/2022 7:30,30,15,11.78,KWH
12/08/2022 7:45,31,15,11,KWH
12/08/2022 8:00,32,15,11.8,KWH
12/08/2022 8:15,33,15,13.14,KWH
12/08/2022 8:30,34,15,15.12,KWH
12/08/2022 8:45,35,15,16.26,KWH
12/08/2022 9:00,36,15,17.76,KWH
12/08/2022 9:15,37,15,17.76,KWH
12/08/2022 9:30,38,15,24.04,KWH
12/08/2022 9:45,39,15,23.84,KWH
12/08/2022 10:00,40,15,22.84,KWH
12/08/2022 10:15,41,15,23.82,KWH
12/08/2022 10:30,42,15,24.7,KWH
12/08/2022 10:45,43,15,24.28,KWH
12/08/2022 11:00,44,15,24.06,KWH
12/08/2022 11:15,45,15,24.58,KWH
12/08/2022 11:30,46,15,25.64,KWH
12/08/2022 11:45,47,15,22.82,KWH
12/08/2022 12:00,48,15,25.9,KWH
12/08/2022 12:15,49,15,25.36,KWH
12/08/2022 12:30,50,15,24.86,KWH
12/08/2022 12:45,51,15,24.12,KWH
12/08/2022 13:00,52,15,22.54,KWH
12/08/2022 13:15,53,15,25.86,KWH
12/08/2022 13:30,54,15,27.4,KWH
12/08/2022 13:45,55,15,25.04,KWH
12/08/2022 14:00,56,15,26,KWH
12/08/2022 14:15,57,15,26.38,KWH
12/08/2022 14:30,58,15,24.64,KWH
12/08/2022 14:45,59,15,23.78,KWH
12/08/2022 15:00,60,15,22.7,KWH
12/08/2022 15:15,61,15,22.64,KWH
12/08/2022 15:30,62,15,23.42,KWH
12/08/2022 15:45,63,15,23.02,KWH
12/08/2022 16:00,64,15,22.48,KWH
12/08/2022 16:15,65,15,22.98,KWH
12/08/2022 16:30,66,15,23.82,KWH
